,1255630,,SPA 468.2 HAW,,,,,,,9.78145E+12,,,Text in English and Spanish ,,London,2015,2015,,"Rachel Hawkes, Christopher Hillington, Anneli McLachlan.",,"¡Viva! Libro 3, Verde",,,,,Monograph,text,,,,,"Hawkes, RachelLillington, ChristopherMcLachlan, Anneli",,Pearson Education,Always learning; ,"Spanish languageSpanish language - Problems, exercises, etcProblem setsTextbooks",,,
,1211287,,TR AV KIT: LUC,"4x (34p. : col. ill., 1 map.) + 1 CD",,,,,,9.78174E+12,,,,,"Crows Nest, N.S.W.",2005,2005,,"[text] Diane Lucas, [illustrations] Ken Searle.",,Walking with the seasons in Kakadu,,,,,Monograph,kit,,,,,"Lucas, DianeSearle, Ken",,Allen & Unwin,,"Natural history - Northern TerritorySeasonsGundjeihmi (Aboriginal people)Kakadu National Park (N.T.) - Pictorial works",,,
"Summary: In this book, Suzie the Scientist helps us learn about the water cycle and the uses and importance of water in our everyday lives. She shows us the different ways people use water at home, at work, to make electricity and for fun. Suzie also discusses the importance of looking after water on our planet. (Back cover)",1231561,,HR 19: 553.7 OSB,16 pages : colour illustrations.,,,,,,9.78065E+12,,,"On cover: Water on Earth : Earth and space sciences. Reading level: PM 19-21, Fountas & Pinnell K-L. On front cover: Written for the Australian Curriculum: Science.",,"West Burleigh, QLD",2017,2017,,Sienna Osborne.,,Water on Earth,,,,,Monograph,text,,,,,"Osborne, Sienna",,Publicious Pty Ltd,Suzie the scientist; 19,"Levelled readersWater - Social aspectsWater cycleWater resourcesWater usePicture books",,,Water on Earth : Earth and space sciences
Summary: Everyone is going nuts for Wrestle crazia -- the coolest wrestling show around! Can Weir come up with an awesome idea to win tickets for his whole family to see the show? It won't be easy... but it will be funny! (Publisher),1231703,,PF DO,160 pages : illustrations.,,,,,,9.78174E+12,,,,,"New York, NY",2019,2019,,Anh Do ; illustrated by Jules Faber.,,WeirDomania! #13,,,,,Monograph,text,,,,,"Do, AnhFaber, Jules",,Scholastic Inc,WeirDo; 13,"Wrestling - FictionIndividuality - FictionWrestlingIndividualityFiction",,,Weir Domania!
"Summary: When Turtle races into the lift of Building 24, there is a nod and a blink and a step to the side. A grunt and a sigh and a lean to the right. But what happens when the life stops moving? Crocodile has a meeting to get to. And Giraffe has a doctor's appointment. And Turtle really, really needs to get to the shop. (Publisher)",1231716,,JF DEG,30 unnumbered pages : colour illustrations.,,,,,,9.78176E+12,,,,,"Gosford, NSW",2019,2019,,Sue deGennaro.,,We're stuck!,,,,,Monograph,text,,,,,"DeGennaro, Sue",,Scholastic Press,,"Friendship - FictionParties - FictionLifts - FictionFriendshipPartiesLifts (Buildings)FictionPicture books",,,
"Summary: In this book Suzie the Scientist helps us learn about different materials and the uses we have for them. We learn that using certain materials for certain objects is not a good choice (for example, using paper for raincoats or glass for hammers). Suzie also teaches us how the use of a material is dictated by its properties. (Back cover)",1231581,,HR 5: 620.1 OSB,16 pages : colour illustrations.,,,,,,9.78065E+12,,,"On cover: Whacky materials : chemical sciences. Reading level: PM 5-8, Fountas & Pinnell D-E. On front cover: Written for the Australian Curriculum: Science.",,"West Burleigh, QLD",2017,2017,,"Sienna Osborne, Randall Hall, Richard John.",,Whacky materials,,,,,Monograph,text,,,,,"Osborne, SiennaHall, RandallJohn, Richard",,Publicious Pty Ltd,Suzie the scientist; 6,"MatterLevelled readersMaterialsProperties of matterPicture books",,,"Wacky materials : chemical sciencesWhacky materials : chemical sciences"
"Summary: The story is about acknowledging the sea country songline of Yalingbila, the Humpback Whale. Yalingbila swims from Antarctica on a journey north to the Keppel Island people, the Woppaburra. On this journey, Yalingbila passes Quandamooka country and makes a life-long friend, Buangan, the white dolphin. Includes information on understanding the Jandai word structure and how to pronounce words, and an interlinear gloss to help follow the sentences, which is a literal word-for-word translation of the text. In this story, you will see the use of plural, direction using suffixes and tense. (Author)",1211159,,LOTE 298 CLO,22 pages : colour illustrations.,,,,,,9.78065E+12,,,In English and Jandai Coobenpil Nunagal language.,,"Newmarket, Queensland",2018,2018,,written and illustrated by Sandra Close-Delaney.,,Whale dreaming = Bibunla Yalingbila,,,,,Monograph,text,,,,,"Delaney, Sandra",,Sandra Close-Delaney,,"Aboriginal peoples - Dreaming - FictionHumpback whales - FictionDolphins - FictionAboriginal peoples - LanguagesDreaming (Spiritual)Aboriginal peoplesWhalesDolphinsFictionAboriginal languagesPicture books",,,Bibunla Yalingbila
"Summary: This is the story of some remarkable chances and the child who doesn't quite know what to do with them. But the more the chances come around, the more the child's fascination grows. And then, one day, a little courage makes all the difference in the world.",1231609,,JF YAM,40 unnumbered pages : illustrations (some colour),,,,,,9.78194E+12,,,,,"Seattle, WA",2017,2017,,written by Kobi Yamada ; illustrated by Mae Besom.,,What do you do with a chance?,,,,,Monograph,text,,,,,"Yamada, KobiBesom, Mae",,"Compendium, Inc",,"Fear - FictionCourage - FictionSuccess - FictionCourageFearAchievementFiction",,,
,1231490,,HR 16: 531 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: I ; Reading level: 16 ; DRA level: 16. Word count: 349.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,What goes up must come down,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Fluency level 1, Non-fiction; 3Fantails book banded readers; 3","GravitationLevelled readersGravity",,,
,1211161,,JF LOG,,,,1st,,,9780648013600 (hardback),,,Prepublication record (machine generated from publisher information).,,"Chandler, Brisbane, Qld.",2018,2018,,Katrina Logan (author) ; Bruce Liston (author) ; Kirsty Burke (illustrator) ; Karin Cox (editor).,,What if we ate like cows do?,,,,,Monograph,text,,,,,,,Katrina Logan,,Humorous fiction,,,
,1231503,,HR 13: 629.47 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: H ; Reading level: 13 ; DRA level: 13. Word count: 261.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,What is a spacesuit?,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Early level 4, Non-fiction; 3Fantails book banded readers; 3","Astronauts - EquipmentLevelled readersSpace technologyProtective clothingAstronauts",,,
,1231489,,HR 16: 910.285 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: J ; Reading level: 16 ; DRA level: 16. Word count: 362.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,What is GIS?,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Fluency level 1, Non-fiction; 7Fantails book banded readers; 7","Levelled readersGeographical information systems",,,
"Summary: 'Can I please, please, please have a dog?' asked Billy. 'Would you walk it every day and wash it if it got dirty?' 'I would, I promise!' said Billy. Billy wants a dog. He really really really wants one. Billy's parents aren't so sure. So one morning, Billy takes matters into his own paws.",1211174,,JF MUR,31 unnumbered pages : colour illustrations.,,,,,,9.78176E+12,,,,,"Crows Nest, NSW",2019,2019,,Kirsty Murray ; illustrated by Karen Blair.,,When Billy was a dog,,,,,Monograph,text,,,,,"Murray, KirstyBlair, Karen",,Allen & Unwin,,"Dogs - FictionBoys - FictionImagination - FictionDogsBoysImaginationFictionPicture books",,,
"Summary: A-choo, A-choo, A-choo! Oh no! Santa is stuck in the chimney! How will the boys and girls get their presents if he's stuck in there all night? Sing along to this hilarious Christmas song with singer Teo Gebert.",1231944,,JF GRA,24 unnumbered pages : colour illustrations + 1 CD.,,,,,,9.78176E+12,,,On front cover: Sing along with Teo Gebert.,,"Gosford, N.S.W.",2019,2019,,James Grafton ; illustrated by Louis Shea ; performed by Teo Gebert.,,When Santa got stuck up the chimney,,,,,Monograph,text,,,,,"Grafton, JimmyShea, LouisGebert, Teo",,Scholastic Australia,,"Santa Claus - FictionChristmas - FictionChristmas musicChristmasSongsPicture booksFiction",,,
"Summary: A body washed up on the beach...Evacuation to an old house with forbidden rooms and dark secrets... An animal rescue service...Set in World War Two, this book explores the resilience, resourcefulness and inventiveness of children when their lives fall to pieces.",1211171,,PF CAR,248 pages.,,,,,,9.78057E+12,,,,,London,2019,2019,,Emma Carroll.,,When we were warriors,,,,,Monograph,text,,,,,"Carroll, Emma",,Faber & Faber,,"World War, 1939-1945 - Children - FictionWorld War, 1939-1945 - FictionAnimals - FictionSoldiers - FictionWorld War IIChildrenAnimalsArmy officersEnglish historyGreat Britain - History - 1918-1945 - Fiction",,,
,1231482,,HR 20: 567.9 KIR,16 pages : colour illustrations.,,,,,,,,,Guided reading: L ; Reading level: 20 ; DRA level: 22. Word count: 436.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,Where did the dinosaurs go?,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Fluency level 3, Non-fiction; 5Fantails book banded readers; 5","Extinct animalsLevelled readersDinosaursExtinction",,,
,1231767,,HR 5: RAN,16 pages : colour illustrations.,,,,,,9.78017E+12,,,Running words: 98.,,"South Melbourne, Victoria, Australia",2016,2016,,story by Beverley Randell ; illustrations by Ben Spiby.,,Where is Baby Bear?,,,,,Monograph,text,,,,,"Randell, BeverleySpiby, Ben",,Cengage Learning Australia,"PM guided reading. Red. Level 5; PM guided reading; PM library; ","Bears - FictionHide-and-seek - FictionBearsHide-and-seekFictionLevelled readers",,,
,1231477,,HR 9: KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: E ; Reading level: 9 ; DRA level: 9. Word count: 108.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg ; illustrated by Anna Evans.,,Where is Daddy?,,,,,Monograph,text,,,,,"Kirschberg, AnnaEvans, Anna",,"Junior Learning, Inc","Fantails book banded readers. Early level 3, Fiction; 3Fantails book banded readers; 3","Fathers - FictionFamily life - FictionLost and found - FictionLevelled readersFathersFamiliesFiction",,,
Summary: Hannah and Mum are at gym but Mum can not see Hannah. Where could she be?,1231769,,HR 5: SMI,16 pages : colour illustrations.,,,New edition.,,,9.78017E+12,,,"Reading age: 05, 05.5, 06 and 06.5.",,"Southbank, Vic.",2017,2017,,story by Annette Smith ; illustrations by Bruce Rankin.,,Where is Hannah?,,,,,Monograph,text,,,,,"Smith, AnnetteRankin, Bruce",,Cengage Learning Australia,"PM Library. Red series; PM Library. Red. Fiction. Guided reading level, 05; PM library; PM guided reading; ","Gymnastics - FictionParent and child - FictionGymnasticsMothersDaughtersFictionNarrativesLevelled readers",,,
Summary: In this book Suzie the Scientist helps us learn about where our water comes from. We learn that people in Australia get their water from a range of different sources depending on where they live. Suzie also shows us how we get water from unusual places such as the sea and from under ground. (Back cover),1231563,,HR 21: 628.1 OSB,16 pages : colour illustrations.,,,,,,9.78099E+12,,,"On cover: Where our water comes from : Earth and space sciences. Reading level: PM 21-24, Fountas & Pinnell L-O. On front cover: Written for the Australian Curriculum: Science.",,"West Burleigh, QLD",2017,2017,,"Sienna Osborne, Randall Hall, Richard John.",,Where our water comes from,,,,,Monograph,text,,,,,"Osborne, SiennaHall, RandallJohn, Richard",,Publicious Pty Ltd,Suzie the scientist; 23,"Levelled readersWater resourcesPicture books",,,Where our water comes from : Earth and space sciences
"Summary: A blessing of unicorns has left Rainbow Valley in search of the ultimate hide-and-seek adventure. Can you find the colourful spectrum of seven unicorns in every scene? From a chaotic campsite and a mellow music festival, to a monumental museum and a sun-drenched safari, there are 17 round-the-world destinations to explore.",1265582,,JNF 793.73 MOR,42 unnumbered pages : chiefly colour illustrations.,,,,,,9.78178E+12,,,Cover subtitle: A magical search-and-find book.,,London,2017,2017,,"illustrated by Paul Moran ; additional artwork by Ecob, Stuart Taylor and Wan (Big Red Illustration) ; written by Jonny Marx and Sophie Schrey.",,Where's the unicorn?,,,,,Monograph,text,,,,,"Moran, PaulMarx, JonnySchrey, Sophie",,Michael O'Mara Books Limited,,"Picture puzzlesUnicorns",,,Where is the unicorn?
"Summary: Whitney and Britney are two gorgeous chooks, fluffy and silky with stunning good looks. Dora is perplexed about where her chooks go each night. Little does she know, they are Whitney and Britney, Chicken Divas! (Publisher)",1266505,,JF GIF,32 unnumbered pages : colour illustrations.,,,,,,9.78176E+12,,,On cover: The official book for National Simultaneous Storytime 2020!,,"Gosford, NSW",2019,2019,,Lucinda Gifford.,,Whitney and Britney chicken divas,,,,,Monograph,text,,,,,"Gifford, Lucinda",,Scholastic Australia,,"Poultry - FictionFoxes - FictionEntertainers - FictionSingers - FictionChickensFoxesPerformersSingersFictionPicture books",,,Chicken divas
"Summary: In 1995, on a four-hour-delayed train from Manchester to London, J. K. Rowling conceived of the idea of a boy wizard named Harry Potter. Upon arriving in London, she began immediately writing the first book in the saga. Rowling's true-life, rags-to-riches story is as compelling as the world of Hogwarts that she created. This biography details not only Rowling's life and her love of literature but the story behind the creation of a modern classic. (Publisher)",1211087,,823 ROW,"105 pages : illustrations, map.",,,,,,9.78045E+12,,,,,"New York, New York",2012,2012,,by Pamela Pollack and Meg Belviso ; illustrated by Stephen Marchesi.,,Who is J.K. Rowling?,,,,,Monograph,text,,,,,"Pollack, PamBelviso, MegMarchesi, Stephen",,Grosset & Dunlap,Who is; ,"Rowling, J.KNovelists, EnglishChildren's literature, English - BiographyNovelistsChildren's literatureEnglish literatureBiographies",,,
